WeekEnding,HealthBoardOfTreatment,HealthBoardOfTreatmentQF,InfluenzaAdmissions,InfluenzaAdmissionsQF,RSVAdmissions,RSVAdmissionsQF
20220320,S08000019,,1,,0,
20220320,S08000020,,0,,0,
20220320,S08000031,,23,,3,
20220320,S08000022,,0,,0,
20220320,S08000032,,8,,0,
20220320,S08000024,,8,,8,
20220320,S08000025,,0,,2,
20220320,S08000026,,0,,0,
20220320,S08000030,,9,,0,
20220320,S08000028,,0,,0,
20220320,SB0801,,,:,0,
20220320,S92000003,d,59,,16,
20220327,S08000015,,4,,1,
20220327,S08000016,,0,,1,
20220327,S08000017,,1,,0,
20220327,S08000029,,3,,2,
20220327,S08000019,,1,,1,
20220327,S08000020,,2,,1,
20220327,S08000031,,13,,6,
20220327,S08000022,,0,,0,
20220327,S08000032,,7,,0,
20220327,S08000024,,17,,2,
20220327,S08000025,,0,,0,
20220327,S08000026,,0,,0,
20220327,S08000030,,2,,0,
20220327,S08000028,,0,,0,
20220327,SB0801,,,:,0,
20220327,S92000003,d,50,,14,
20220403,S08000015,,2,,0,
20220403,S08000016,,2,,2,
20220403,S08000017,,1,,0,
20220403,S08000029,,3,,3,
20220403,S08000019,,2,,0,
20220403,S08000020,,0,,0,
20220403,S08000031,,12,,3,
20220403,S08000022,,3,,0,
20220403,S08000032,,10,,0,
20220403,S08000024,,7,,3,
20220403,S08000025,,0,,0,
20220403,S08000026,,0,,0,
20220403,S08000030,,2,,0,
20220403,S08000028,,1,,0,
20220403,SB0801,,,:,0,
20220403,S92000003,d,45,,11,
20220410,S08000015,,7,,2,
20220410,S08000016,,2,,1,
20220410,S08000017,,2,,0,
20220410,S08000029,,5,,1,
20220410,S08000019,,3,,0,
20220410,S08000020,,2,,1,
20220410,S08000031,,11,,2,
20220410,S08000022,,1,,1,
20220410,S08000032,,6,,2,
20220410,S08000024,,9,,0,
20220410,S08000025,,0,,1,
20220410,S08000026,,0,,0,
20220410,S08000030,,5,,1,
20220410,S08000028,,0,,0,
20220410,SB0801,,,:,0,
20220410,S92000003,d,53,,12,
20220417,S08000015,,2,,0,
20220417,S08000016,,0,,0,
20220417,S08000017,,1,,0,
20220417,S08000029,,3,,2,
20220417,S08000019,,2,,0,
20220417,S08000020,,1,,0,
20220417,S08000031,,12,,6,
20220417,S08000022,,1,,0,
20220417,S08000032,,8,,3,
20220417,S08000024,,8,,7,
20220417,S08000025,,0,,1,
20220417,S08000026,,1,,0,
20220417,S08000030,,3,,0,
20220417,S08000028,,0,,0,
20220417,SB0801,,,:,0,
20220417,S92000003,d,42,,19,
20220424,S08000015,,11,,2,
20220424,S08000016,,1,,0,
20220424,S08000017,,1,,0,
20220424,S08000029,,4,,1,
20220424,S08000019,,1,,2,
20220424,S08000020,,1,,0,
20220424,S08000031,,11,,2,
20220424,S08000022,,1,,0,
20220424,S08000032,,6,,0,
20220424,S08000024,,4,,9,
20220424,S08000025,,0,,0,
20220424,S08000026,,0,,0,
20220424,S08000030,,2,,2,
20220424,S08000028,,0,,0,
20220424,SB0801,,,:,0,
20220424,S92000003,d,43,,18,
20220501,S08000015,,4,,0,
20220501,S08000016,,0,,0,
20220501,S08000017,,3,,0,
20220501,S08000029,,0,,5,
20220501,S08000019,,4,,0,
20220501,S08000020,,1,,1,
20220501,S08000031,,12,,4,
20220501,S08000022,,2,,0,
20220501,S08000032,,5,,1,
20220501,S08000024,,1,,2,
20220501,S08000025,,0,,0,
20220501,S08000026,,0,,0,
20220501,S08000030,,3,,1,
20220501,S08000028,,0,,0,
20220501,SB0801,,,:,0,
20220501,S92000003,d,35,,14,
20220508,S08000015,,11,,2,
20220508,S08000016,,0,,0,
20220508,S08000017,,1,,0,
20220508,S08000029,,1,,1,
20220508,S08000019,,1,,2,
20220508,S08000020,,3,,1,
20220508,S08000031,,11,,7,
20220508,S08000022,,1,,1,
20220508,S08000032,,5,,2,
20220508,S08000024,,4,,4,
20220508,S08000025,,0,,0,
20220508,S08000026,,0,,0,
20220508,S08000030,,1,,2,
20220508,S08000028,,0,,0,
20220508,SB0801,,,:,0,
20220508,S92000003,d,39,,22,
20220515,S08000015,,8,,4,
20220515,S08000016,,0,,1,
20220515,S08000017,,2,,1,
20220515,S08000029,,1,,5,
20220515,S08000019,,0,,1,
20220515,S08000020,,3,,0,
20220515,S08000031,,12,,5,
20220515,S08000022,,2,,4,
20220515,S08000032,,4,,1,
20220515,S08000024,,3,,5,
20220515,S08000025,,0,,0,
20220515,S08000026,,0,,0,
20220515,S08000030,,3,,1,
20220515,S08000028,,0,,0,
20220515,SB0801,,,:,0,
20220515,S92000003,d,38,,28,
20220522,S08000015,,6,,1,
20220522,S08000016,,0,,0,
20220522,S08000017,,0,,3,
20220522,S08000029,,1,,12,
20220522,S08000019,,2,,4,
20220522,S08000020,,1,,1,
20220522,S08000031,,10,,3,
20220522,S08000022,,1,,1,
20220522,S08000032,,2,,3,
20220522,S08000024,,3,,7,
20220522,S08000025,,0,,0,
20220522,S08000026,,0,,0,
20220522,S08000030,,3,,0,
20220522,S08000028,,0,,0,
20220522,SB0801,,,:,0,
20220522,S92000003,d,29,,35,
20220529,S08000015,,3,,5,
20220529,S08000016,,0,,0,
20220529,S08000017,,1,,0,
20220529,S08000029,,2,,3,
20220529,S08000019,,0,,0,
20220529,S08000020,,0,,3,
20220529,S08000031,,7,,14,
20220529,S08000022,,0,,1,
20220529,S08000032,,2,,3,
20220529,S08000024,,3,,8,
20220529,S08000025,,2,,0,
20220529,S08000026,,0,,0,
20220529,S08000030,,1,,3,
20220529,S08000028,,0,,0,
20220529,SB0801,,,:,0,
20220529,S92000003,d,21,,40,
20220605,S08000015,,2,,9,
20220605,S08000016,,0,,0,
20220605,S08000017,,0,,1,
20220605,S08000029,,0,,4,
20220605,S08000019,,1,,1,
20220605,S08000020,,0,,3,
20220605,S08000031,,5,,11,
20220605,S08000022,,0,,1,
20220605,S08000032,,1,,3,
20220605,S08000024,,1,,12,
20220605,S08000025,,0,,0,
20220605,S08000026,,0,,0,
20220605,S08000030,,4,,4,
20220605,S08000028,,0,,0,
20220605,SB0801,,,:,0,
20220605,S92000003,d,14,,49,
20220612,S08000015,,2,,7,
20220612,S08000016,,0,,0,
20220612,S08000017,,0,,2,
20220612,S08000029,,1,,5,
20220612,S08000019,,1,,0,
20220612,S08000020,,3,,3,
20220612,S08000031,,1,,10,
20220612,S08000022,,0,,2,
20220612,S08000032,,5,,2,
20220612,S08000024,,1,,8,
20220612,S08000025,,0,,0,
20220612,S08000026,,0,,0,
20220612,S08000030,,0,,3,
20220612,S08000028,,0,,0,
20220612,SB0801,,,:,0,
20220612,S92000003,d,14,,42,
20220619,S08000015,,2,,5,
20220619,S08000016,,0,,1,
20220619,S08000017,,0,,8,
20220619,S08000029,,1,,11,
20220619,S08000019,,0,,3,
20220619,S08000020,,0,,7,
20220619,S08000031,,0,,14,
20220619,S08000022,,1,,3,
20220619,S08000032,,1,,9,
20220619,S08000024,,3,,17,
20220619,S08000025,,0,,0,
20220619,S08000026,,0,,0,
20220619,S08000030,,0,,3,
20220619,S08000028,,0,,0,
20220619,SB0801,,,:,0,
20220619,S92000003,d,8,,81,
20220626,S08000015,,1,,6,
20220626,S08000016,,0,,2,
20220626,S08000017,,0,,4,
20220626,S08000029,,3,,5,
20220626,S08000019,,0,,3,
20220626,S08000020,,0,,4,
20220626,S08000031,,2,,22,
20220626,S08000022,,0,,2,
20220626,S08000032,,0,,9,
20220626,S08000024,,1,,10,
20220626,S08000025,,0,,0,
20220626,S08000026,,0,,0,
20220626,S08000030,,0,,0,
20220626,S08000028,,0,,0,
20220626,SB0801,,,:,0,
20220626,S92000003,d,7,,67,
20220703,S08000015,,2,,5,
20220703,S08000016,,0,,5,
20220703,S08000017,,0,,3,
20220703,S08000029,,1,,9,
20220703,S08000019,,0,,7,
20220703,S08000020,,0,,10,
20220703,S08000031,,4,,23,
20220703,S08000022,,1,,5,
20220703,S08000032,,1,,11,
20220703,S08000024,,0,,12,
20220703,S08000025,,0,,0,
20220703,S08000026,,0,,0,
20220703,S08000030,,0,,4,
20220703,S08000028,,0,,0,
20220703,SB0801,,,:,0,
20220703,S92000003,d,9,,94,
20220710,S08000015,,1,,10,
20220710,S08000016,,0,,3,
20220710,S08000017,,0,,1,
20220710,S08000029,,2,,18,
20220710,S08000019,,1,,3,
20220710,S08000020,,0,,8,
20220710,S08000031,,5,,27,
20220710,S08000022,,0,,5,
20220710,S08000032,,0,,16,
20220710,S08000024,,2,,10,
20220710,S08000025,,0,,0,
20220710,S08000026,,0,,0,
20220710,S08000030,,0,,0,
20220710,S08000028,,0,,0,
20220710,SB0801,,,:,1,
20220710,S92000003,d,11,,102,
20220717,S08000015,,1,,10,
20220717,S08000016,,0,,2,
20220717,S08000017,,0,,5,
20220717,S08000029,,2,,7,
20220717,S08000019,,2,,0,
20220717,S08000020,,0,,12,
20220717,S08000031,,4,,33,
20220717,S08000022,,0,,5,
20220717,S08000032,,0,,14,
20220717,S08000024,,1,,14,
20220717,S08000025,,0,,0,
20220717,S08000026,,0,,0,
20220717,S08000030,,1,,1,
20220717,S08000028,,0,,0,
20220717,SB0801,,,:,0,
20220717,S92000003,d,11,,103,
20220724,S08000015,,0,,11,
20220724,S08000016,,0,,3,
20220724,S08000017,,0,,3,
20220724,S08000029,,0,,8,
20220724,S08000019,,0,,7,
20220724,S08000020,,0,,11,
20220724,S08000031,,0,,29,
20220724,S08000022,,0,,5,
20220724,S08000032,,3,,8,
20220724,S08000024,,1,,13,
20220724,S08000025,,0,,0,
20220724,S08000026,,0,,0,
20220724,S08000030,,1,,2,
20220724,S08000028,,0,,0,
20220724,SB0801,,,:,0,
20220724,S92000003,d,5,,100,
20220731,S08000015,,2,,9,
20220731,S08000016,,0,,4,
20220731,S08000017,,3,,3,
20220731,S08000029,,0,,3,
20220731,S08000019,,1,,7,
20220731,S08000020,,2,,6,
20220731,S08000031,,3,,24,
20220731,S08000022,,1,,3,
20220731,S08000032,,1,,7,
20220731,S08000024,,5,,19,
20220731,S08000025,,0,,0,
20220731,S08000026,,0,,0,
20220731,S08000030,,0,,5,
20220731,S08000028,,0,,2,
20220731,SB0801,,,:,0,
20220731,S92000003,d,18,,92,
20220807,S08000015,,1,,7,
20220807,S08000016,,0,,0,
20220807,S08000017,,1,,3,
20220807,S08000029,,1,,7,
20220807,S08000019,,2,,10,
20220807,S08000020,,1,,14,
20220807,S08000031,,8,,34,
20220807,S08000022,,1,,6,
20220807,S08000032,,1,,13,
20220807,S08000024,,0,,11,
20220807,S08000025,,0,,0,
20220807,S08000026,,0,,0,
20220807,S08000030,,0,,1,
20220807,S08000028,,1,,2,
20220807,SB0801,,,:,0,
20220807,S92000003,d,17,,108,
20220814,S08000015,,1,,7,
20220814,S08000016,,0,,0,
20220814,S08000017,,0,,2,
20220814,S08000029,,1,,6,
20220814,S08000019,,2,,3,
20220814,S08000020,,0,,13,
20220814,S08000031,,9,,26,
20220814,S08000022,,1,,4,
20220814,S08000032,,2,,11,
20220814,S08000024,,1,,10,
20220814,S08000025,,0,,0,
20220814,S08000026,,0,,0,
20220814,S08000030,,2,,5,
20220814,S08000028,,1,,0,
20220814,SB0801,,,:,0,
20220814,S92000003,d,20,,87,
20220821,S08000015,,1,,8,
20220821,S08000016,,0,,0,
20220821,S08000017,,1,,1,
20220821,S08000029,,3,,8,
20220821,S08000019,,0,,6,
20220821,S08000020,,0,,16,
20220821,S08000031,,9,,22,
20220821,S08000022,,1,,1,
20220821,S08000032,,3,,4,
20220821,S08000024,,1,,8,
20220821,S08000025,,0,,0,
20220821,S08000026,,0,,0,
20220821,S08000030,,2,,2,
20220821,S08000028,,0,,0,
20220821,SB0801,,,:,0,
20220821,S92000003,d,21,,76,
20220828,S08000015,,2,,12,
20220828,S08000016,,0,,0,
20220828,S08000017,,0,,2,
20220828,S08000029,,2,,4,
20220828,S08000019,,1,,6,
20220828,S08000020,,0,,13,
20220828,S08000031,,8,,15,
20220828,S08000022,,0,,4,
20220828,S08000032,,5,,3,
20220828,S08000024,,4,,7,
20220828,S08000025,,0,,0,
20220828,S08000026,,0,,0,
20220828,S08000030,,1,,8,
20220828,S08000028,,1,,0,
20220828,SB0801,,,:,0,
20220828,S92000003,d,24,,74,
20220904,S08000015,,2,,1,
20220904,S08000016,,0,,2,
20220904,S08000017,,0,,6,
20220904,S08000029,,4,,8,
20220904,S08000019,,1,,10,
20220904,S08000020,,0,,9,
20220904,S08000031,,5,,31,
20220904,S08000022,,0,,1,
20220904,S08000032,,7,,12,
20220904,S08000024,,3,,12,
20220904,S08000025,,0,,0,
20220904,S08000026,,0,,0,
20220904,S08000030,,2,,9,
20220904,S08000028,,0,,0,
20220904,SB0801,,,:,0,
20220904,S92000003,d,24,,101,
20220911,S08000015,,2,,7,
20220911,S08000016,,1,,1,
20220911,S08000017,,2,,1,
20220911,S08000029,,1,,2,
20220911,S08000019,,0,,10,
20220911,S08000020,,1,,17,
20220911,S08000031,,4,,32,
20220911,S08000022,,1,,2,
20220911,S08000032,,9,,10,
20220911,S08000024,,0,,12,
20220911,S08000025,,0,,0,
20220911,S08000026,,0,,2,
20220911,S08000030,,2,,11,
20220911,S08000028,,0,,0,
20220911,SB0801,,,:,0,
20220911,S92000003,d,23,,107,
20220918,S08000015,,1,,5,
20220918,S08000016,,0,,2,
20220918,S08000017,,0,,6,
20220918,S08000029,,3,,11,
20220918,S08000019,,2,,12,
20220918,S08000020,,1,,11,
20220918,S08000031,,15,,17,
20220918,S08000022,,0,,13,
20220918,S08000032,,7,,7,
20220918,S08000024,,3,,14,
20220918,S08000025,,0,,1,
20220918,S08000026,,0,,0,
20220918,S08000030,,3,,15,
20220918,S08000028,,1,,1,
20220918,SB0801,,,:,0,
20220918,S92000003,d,36,,115,
20220925,S08000015,,2,,7,
20220925,S08000016,,0,,2,
20220925,S08000017,,0,,8,
20220925,S08000029,,3,,15,
20220925,S08000019,,4,,12,
20220925,S08000020,,1,,13,
20220925,S08000031,,12,,30,
20220925,S08000022,,0,,6,
20220925,S08000032,,4,,10,
20220925,S08000024,,1,,14,
20220925,S08000025,,0,,0,
20220925,S08000026,,0,,1,
20220925,S08000030,,0,,14,
20220925,S08000028,,1,,0,
20220925,SB0801,,,:,0,
20220925,S92000003,d,28,,132,
20221002,S08000015,,2,,6,
20221002,S08000016,,1,,2,
20221002,S08000017,,1,,11,
20221002,S08000029,,7,,10,
20221002,S08000019,,3,,7,
20221002,S08000020,,4,,16,
20221002,S08000031,,16,,35,
20221002,S08000022,,1,,12,
20221002,S08000032,,9,,3,
20221002,S08000024,,9,,14,
20221002,S08000025,,0,,1,
20221002,S08000026,,0,,0,
20221002,S08000030,,1,,14,
20221002,S08000028,,0,,0,
20221002,SB0801,,,:,0,
20221002,S92000003,d,54,,131,
20221009,S08000015,,6,,12,
20221009,S08000016,,1,,9,
20221009,S08000017,,2,,10,
20221009,S08000029,,6,,19,
20221009,S08000019,,4,,6,
20221009,S08000020,,2,,14,
20221009,S08000031,,23,,31,
20221009,S08000022,,,:,13,
20221009,S08000032,,11,,10,
20221009,S08000024,,6,,26,
20221009,S08000025,,,:,,:
20221009,S08000026,,,:,2,
20221009,S08000030,,4,,10,
20221009,S08000028,,,:,,:
20221009,SB0801,,,:,,:
20221009,S92000003,d,65,,162,
20221016,S08000015,,6,,14,
20221016,S08000016,,1,,4,
20221016,S08000017,,,:,3,
20221016,S08000029,,7,,20,
20221016,S08000019,,7,,9,
20221016,S08000020,,2,,8,
20221016,S08000031,,36,,40,
20221016,S08000022,,1,,8,
20221016,S08000032,,12,,10,
20221016,S08000024,,8,,37,
20221016,S08000025,,,:,,:
20221016,S08000026,,,:,,:
20221016,S08000030,,2,,12,
20221016,S08000028,,,:,,:
20221016,SB0801,,,:,,:
20221016,S92000003,d,82,,165,
20221023,S08000015,,4,,19,
20221023,S08000016,,1,,8,
20221023,S08000017,,2,,6,
20221023,S08000029,,8,,24,
20221023,S08000019,,5,,5,
20221023,S08000020,,4,,12,
20221023,S08000031,,29,,39,
20221023,S08000022,,3,,3,
20221023,S08000032,,17,,11,
20221023,S08000024,,12,,39,
20221023,S08000025,,,:,,:
20221023,S08000026,,,:,3,
20221023,S08000030,,8,,8,
20221023,S08000028,,,:,,:
20221023,SB0801,,,:,,:
20221023,S92000003,d,93,,177,
20221030,S08000015,,6,,22,
20221030,S08000016,,3,,10,
20221030,S08000017,,4,,5,
20221030,S08000029,,12,,14,
20221030,S08000019,,6,,5,
20221030,S08000020,,3,,19,
20221030,S08000031,,39,,29,
20221030,S08000022,,1,,7,
20221030,S08000032,,18,,14,
20221030,S08000024,,10,,43,
20221030,S08000025,,,:,,:
20221030,S08000026,,,:,,:
20221030,S08000030,,9,,10,
20221030,S08000028,,,:,,:
20221030,SB0801,,,:,,:
20221030,S92000003,d,111,,178,
20221106,S08000015,,5,,19,
20221106,S08000016,,1,,10,
20221106,S08000017,,4,,7,
20221106,S08000029,,15,,12,
20221106,S08000019,,6,,6,
20221106,S08000020,,,:,12,
20221106,S08000031,,34,,32,
20221106,S08000022,,5,,6,
20221106,S08000032,,17,,9,
20221106,S08000024,,15,,39,
20221106,S08000025,,,:,,:
20221106,S08000026,,,:,,:
20221106,S08000030,,9,,15,
20221106,S08000028,,,:,,:
20221106,SB0801,,,:,,:
20221106,S92000003,d,111,,167,
20221113,S08000015,,10,,17,
20221113,S08000016,,,:,8,
20221113,S08000017,,6,,7,
20221113,S08000029,,16,,15,
20221113,S08000019,,11,,14,
20221113,S08000020,,3,,8,
20221113,S08000031,,36,,41,
20221113,S08000022,,4,,12,
20221113,S08000032,,17,,16,
20221113,S08000024,,11,,41,
20221113,S08000025,,,:,,:
20221113,S08000026,,,:,2,
20221113,S08000030,,20,,11,
20221113,S08000028,,,:,1,
20221113,SB0801,,,:,,:
20221113,S92000003,d,134,,193,
20221120,S08000015,,5,,11,
20221120,S08000016,,5,,7,
20221120,S08000017,,8,,10,
20221120,S08000029,,30,,22,
20221120,S08000019,,6,,7,
20221120,S08000020,,5,,17,
20221120,S08000031,,37,,52,
20221120,S08000022,,5,,8,
20221120,S08000032,,23,,12,
20221120,S08000024,,18,,50,
20221120,S08000025,,,:,,:
20221120,S08000026,,,:,,:
20221120,S08000030,,19,,18,
20221120,S08000028,,,:,4,
20221120,SB0801,,,:,,:
20221120,S92000003,d,161,,218,
20221127,S08000015,,13,,16,
20221127,S08000016,,3,,4,
20221127,S08000017,,4,,17,
20221127,S08000029,,29,,24,
20221127,S08000019,,10,,10,
20221127,S08000020,,8,,10,
20221127,S08000031,,74,,36,
20221127,S08000022,,4,,5,
20221127,S08000032,,24,,14,
20221127,S08000024,,41,,49,
20221127,S08000025,,,:,,:
20221127,S08000026,,,:,1,
20221127,S08000030,,19,,12,
20221127,S08000028,,,:,1,
20221127,SB0801,,,:,,:
20221127,S92000003,d,229,,199,
20221204,S08000015,,9,,22,
20221204,S08000016,,3,,11,
20221204,S08000017,,11,,11,
20221204,S08000029,,23,,15,
20221204,S08000019,,9,,13,
20221204,S08000020,,18,,9,
20221204,S08000031,,66,,51,
20221204,S08000022,,9,,11,
20221204,S08000032,,28,,10,
20221204,S08000024,,45,,51,
20221204,S08000025,,,:,,:
20221204,S08000026,,,:,2,
20221204,S08000030,,31,,18,
20221204,S08000028,,1,,1,
20221204,SB0801,,,:,,:
20221204,S92000003,d,253,,225,
20221211,S08000015,,17,,16,
20221211,S08000016,,7,,6,
20221211,S08000017,,12,,6,
20221211,S08000029,,55,,9,
20221211,S08000019,,16,,5,
20221211,S08000020,,33,,6,
20221211,S08000031,,107,,44,
20221211,S08000022,,10,,15,
20221211,S08000032,,43,,10,
20221211,S08000024,,64,,45,
20221211,S08000025,,,:,,:
20221211,S08000026,,1,,,:
20221211,S08000030,,61,,19,
20221211,S08000028,,,:,,:
20221211,SB0801,,,:,,:
20221211,S92000003,d,426,,181,
20221218,S08000015,,48,,10,
20221218,S08000016,,16,,5,
20221218,S08000017,,22,,16,
20221218,S08000029,,69,,12,
20221218,S08000019,,38,,2,
20221218,S08000020,,37,,12,
20221218,S08000031,,209,,44,
20221218,S08000022,,29,,9,
20221218,S08000032,,77,,14,
20221218,S08000024,,138,,48,
20221218,S08000025,,1,,,:
20221218,S08000026,,1,,2,
20221218,S08000030,,81,,18,
20221218,S08000028,,1,,,:
20221218,SB0801,,,:,,:
20221218,S92000003,d,767,,192,
20221225,S08000015,,108,,22,
20221225,S08000016,,24,,3,
20221225,S08000017,,26,,17,
20221225,S08000029,,108,,13,
20221225,S08000019,,84,,5,
20221225,S08000020,,72,,6,
20221225,S08000031,,363,,39,
20221225,S08000022,,57,,8,
20221225,S08000032,,147,,19,
20221225,S08000024,,223,,43,
20221225,S08000025,,,:,,:
20221225,S08000026,,1,,2,
20221225,S08000030,,120,,14,
20221225,S08000028,,1,,1,
20221225,SB0801,,,:,,:
20221225,S92000003,d,1334,,192,
20230101,S08000015,,131,,24,
20230101,S08000016,,32,,2,
20230101,S08000017,,41,,20,
20230101,S08000029,,110,,11,
20230101,S08000019,,72,,13,
20230101,S08000020,,84,,11,
20230101,S08000031,,325,,48,
20230101,S08000022,,57,,11,
20230101,S08000032,,142,,13,
20230101,S08000024,,190,,23,
20230101,S08000025,,,:,,:
20230101,S08000026,,1,,,:
20230101,S08000030,,111,,19,
20230101,S08000028,,1,,2,
20230101,SB0801,,,:,,:
20230101,S92000003,d,1297,,197,
20230108,S08000015,,52,,11,
20230108,S08000016,,12,,2,
20230108,S08000017,,14,,9,
20230108,S08000029,,68,,10,
20230108,S08000019,,45,,3,
20230108,S08000020,,69,,14,
20230108,S08000031,,188,,38,
20230108,S08000022,,44,,12,
20230108,S08000032,,78,,12,
20230108,S08000024,,107,,29,
20230108,S08000025,,1,,,:
20230108,S08000026,,,:,1,
20230108,S08000030,,70,,12,
20230108,S08000028,,3,,1,
20230108,SB0801,,,:,,:
20230108,S92000003,d,751,,154,
20230115,S08000015,,32,,12,
20230115,S08000016,,6,,1,
20230115,S08000017,,12,,5,
20230115,S08000029,,21,,8,
20230115,S08000019,,13,,3,
20230115,S08000020,,24,,9,
20230115,S08000031,,71,,15,
20230115,S08000022,,26,,8,
20230115,S08000032,,22,,8,
20230115,S08000024,,30,,21,
20230115,S08000025,,2,,1,
20230115,S08000026,,4,,,:
20230115,S08000030,,27,,13,
20230115,S08000028,,2,,,:
20230115,SB0801,,,:,,:
20230115,S92000003,d,292,,104,
20230122,S08000015,,20,,7,
20230122,S08000016,,2,,1,
20230122,S08000017,,1,,1,
20230122,S08000029,,17,,,:
20230122,S08000019,,11,,3,
20230122,S08000020,,18,,7,
20230122,S08000031,,26,,16,
20230122,S08000022,,8,,6,
20230122,S08000032,,17,,4,
20230122,S08000024,,15,,21,
20230122,S08000025,,,:,,:
20230122,S08000026,,2,,,:
20230122,S08000030,,7,,8,
20230122,S08000028,,,:,,:
20230122,SB0801,,,:,,:
20230122,S92000003,d,144,,74,
20230129,S08000015,,8,,3,
20230129,S08000016,,1,,1,
20230129,S08000017,,3,,1,
20230129,S08000029,,6,,2,
20230129,S08000019,,5,,3,
20230129,S08000020,,11,,6,
20230129,S08000031,,10,,6,
20230129,S08000022,,5,,2,
20230129,S08000032,,5,,6,
20230129,S08000024,,16,,18,
20230129,S08000025,,2,,,:
20230129,S08000026,,5,,,:
20230129,S08000030,,5,,5,
20230129,S08000028,,,:,1,
20230129,SB0801,,,:,,:
20230129,S92000003,d,82,,54,
20230205,S08000015,,9,,1,
20230205,S08000016,,2,,1,
20230205,S08000017,,3,,2,
20230205,S08000029,,8,,5,
20230205,S08000019,,5,,4,
20230205,S08000020,,8,,8,
20230205,S08000031,,13,,15,
20230205,S08000022,,2,,8,
20230205,S08000032,,5,,2,
20230205,S08000024,,10,,15,
20230205,S08000025,,1,,1,
20230205,S08000026,,1,,,:
20230205,S08000030,,5,,9,
20230205,S08000028,,,:,,:
20230205,SB0801,,,:,,:
20230205,S92000003,d,72,,71,
20230212,S08000015,,2,,3,
20230212,S08000016,,1,,,:
20230212,S08000017,,,:,1,
20230212,S08000029,,3,,2,
20230212,S08000019,,2,,1,
20230212,S08000020,,9,,5,
20230212,S08000031,,16,,5,
20230212,S08000022,,4,,4,
20230212,S08000032,,5,,4,
20230212,S08000024,,5,,18,
20230212,S08000025,,2,,,:
20230212,S08000026,,1,,,:
20230212,S08000030,,2,,4,
20230212,S08000028,,,:,2,
20230212,SB0801,,,:,,:
20230212,S92000003,d,52,,49,
20230219,S08000015,,4,,2,
20230219,S08000016,,1,,,:
20230219,S08000017,,1,,4,
20230219,S08000029,,3,,,:
20230219,S08000019,,3,,2,
20230219,S08000020,,2,,2,
20230219,S08000031,,10,,6,
20230219,S08000022,,,:,7,
20230219,S08000032,,1,,3,
20230219,S08000024,,5,,9,
20230219,S08000025,,1,,,:
20230219,S08000026,,,:,,:
20230219,S08000030,,,:,3,
20230219,S08000028,,,:,1,
20230219,SB0801,,,:,,:
20230219,S92000003,d,31,,39,
20230226,S08000015,,,:,1,
20230226,S08000016,,1,,1,
20230226,S08000017,,1,,,:
20230226,S08000029,,2,,3,
20230226,S08000019,,,:,1,
20230226,S08000020,,2,,4,
20230226,S08000031,,10,,4,
20230226,S08000022,,1,,2,
20230226,S08000032,,3,,3,
20230226,S08000024,,1,,6,
20230226,S08000025,,2,,,:
20230226,S08000026,,,:,,:
20230226,S08000030,,1,,6,
20230226,S08000028,,,:,,:
20230226,SB0801,,,:,,:
20230226,S92000003,d,24,,31,
20230305,S08000015,,3,,1,
20230305,S08000016,,1,,1,
20230305,S08000017,,1,,,:
20230305,S08000029,,3,,,:
20230305,S08000019,,,:,2,
20230305,S08000020,,,:,2,
20230305,S08000031,,5,,9,
20230305,S08000022,,,:,2,
20230305,S08000032,,2,,2,
20230305,S08000024,,4,,5,
20230305,S08000025,,2,,,:
20230305,S08000026,,,:,,:
20230305,S08000030,,2,,3,
20230305,S08000028,,,:,,:
20230305,SB0801,,,:,,:
20230305,S92000003,d,23,,27,
20230312,S08000015,,,:,1,
20230312,S08000016,,2,,1,
20230312,S08000017,,1,,1,
20230312,S08000029,,2,,4,
20230312,S08000019,,,:,1,
20230312,S08000020,,2,,2,
20230312,S08000031,,6,,10,
20230312,S08000022,,1,,3,
20230312,S08000032,,2,,,:
20230312,S08000024,,4,,7,
20230312,S08000025,,1,,,:
20230312,S08000026,,,:,,:
20230312,S08000030,,2,,4,
20230312,S08000028,,,:,,:
20230312,SB0801,,,:,,:
20230312,S92000003,d,23,,34,
20230319,S08000015,,5,,2,
20230319,S08000016,,1,,,:
20230319,S08000017,,1,,,:
20230319,S08000029,,2,,4,
20230319,S08000019,,1,,,:
20230319,S08000020,,5,,2,
20230319,S08000031,,10,,5,
20230319,S08000022,,,:,3,
20230319,S08000032,,1,,2,
20230319,S08000024,,1,,10,
20230319,S08000025,,,:,,:
20230319,S08000026,,,:,,:
20230319,S08000030,,2,,6,
20230319,S08000028,,,:,,:
20230319,SB0801,,,:,,:
20230319,S92000003,d,29,,34,
20230326,S08000015,,6,,2,
20230326,S08000016,,,:,1,
20230326,S08000017,,,:,,:
20230326,S08000029,,1,,1,
20230326,S08000019,,1,,2,
20230326,S08000020,,2,,2,
20230326,S08000031,,6,,7,
20230326,S08000022,,1,,,:
20230326,S08000032,,1,,,:
20230326,S08000024,,4,,10,
20230326,S08000025,,,:,,:
20230326,S08000026,,,:,,:
20230326,S08000030,,3,,7,
20230326,S08000028,,,:,,:
20230326,SB0801,,,:,,:
20230326,S92000003,d,25,,32,
20230402,S08000015,,6,,2,
20230402,S08000016,,,:,,:
20230402,S08000017,,,:,,:
20230402,S08000029,,,:,2,
20230402,S08000019,,1,,,:
20230402,S08000020,,6,,2,
