WeekBeginning,WeekEnding,Pathogen,NumberCasesPerWeek
20180723,20180729,Influenza - Type B,0
20180723,20180729,Mycoplasma pneumoniae,4
20180723,20180729,Parainfluenza virus,20
20180723,20180729,Respiratory syncytial virus,6
20180723,20180729,Rhinovirus,71
20180723,20180729,Seasonal coronavirus (Non-SARS-CoV-2),5
20180730,20180805,Adenovirus,28
20180730,20180805,Human metapneumovirus,1
20180730,20180805,Influenza - Type A (any subtype),1
20180730,20180805,Influenza - Type A (not subtyped),0
20180730,20180805,Influenza - Type A or B,3
20180730,20180805,Influenza - Type A(H1N1)pdm09,0
20180730,20180805,Influenza - Type A(H3),1
20180730,20180805,Influenza - Type B,2
20180730,20180805,Mycoplasma pneumoniae,0
20180730,20180805,Parainfluenza virus,4
20180730,20180805,Respiratory syncytial virus,4
20180730,20180805,Rhinovirus,49
20180730,20180805,Seasonal coronavirus (Non-SARS-CoV-2),5
20180806,20180812,Adenovirus,30
20180806,20180812,Human metapneumovirus,0
20180806,20180812,Influenza - Type A (any subtype),1
20180806,20180812,Influenza - Type A (not subtyped),1
20180806,20180812,Influenza - Type A or B,1
20180806,20180812,Influenza - Type A(H1N1)pdm09,0
20180806,20180812,Influenza - Type A(H3),0
20180806,20180812,Influenza - Type B,0
20180806,20180812,Mycoplasma pneumoniae,1
20180806,20180812,Parainfluenza virus,11
20180806,20180812,Respiratory syncytial virus,4
20180806,20180812,Rhinovirus,70
20180806,20180812,Seasonal coronavirus (Non-SARS-CoV-2),4
20180813,20180819,Adenovirus,28
20180813,20180819,Human metapneumovirus,2
20180813,20180819,Influenza - Type A (any subtype),0
20180813,20180819,Influenza - Type A (not subtyped),0
20180813,20180819,Influenza - Type A or B,0
20180813,20180819,Influenza - Type A(H1N1)pdm09,0
20180813,20180819,Influenza - Type A(H3),0
20180813,20180819,Influenza - Type B,0
20180813,20180819,Mycoplasma pneumoniae,1
20180813,20180819,Parainfluenza virus,18
20180813,20180819,Respiratory syncytial virus,7
20180813,20180819,Rhinovirus,87
20180813,20180819,Seasonal coronavirus (Non-SARS-CoV-2),6
20180820,20180826,Adenovirus,41
20180820,20180826,Human metapneumovirus,3
20180820,20180826,Influenza - Type A (any subtype),2
20180820,20180826,Influenza - Type A (not subtyped),0
20180820,20180826,Influenza - Type A or B,2
20180820,20180826,Influenza - Type A(H1N1)pdm09,0
20180820,20180826,Influenza - Type A(H3),2
20180820,20180826,Influenza - Type B,0
20180820,20180826,Mycoplasma pneumoniae,2
20180820,20180826,Parainfluenza virus,17
20180820,20180826,Respiratory syncytial virus,8
20180820,20180826,Rhinovirus,133
20180820,20180826,Seasonal coronavirus (Non-SARS-CoV-2),5
20180827,20180902,Adenovirus,32
20180827,20180902,Human metapneumovirus,3
20180827,20180902,Influenza - Type A (any subtype),2
20180827,20180902,Influenza - Type A (not subtyped),0
20180827,20180902,Influenza - Type A or B,2
20180827,20180902,Influenza - Type A(H1N1)pdm09,1
20180827,20180902,Influenza - Type A(H3),1
20180827,20180902,Influenza - Type B,0
20180827,20180902,Mycoplasma pneumoniae,2
20180827,20180902,Parainfluenza virus,20
20180827,20180902,Respiratory syncytial virus,12
20180827,20180902,Rhinovirus,176
20180827,20180902,Seasonal coronavirus (Non-SARS-CoV-2),1
20180903,20180909,Adenovirus,24
20180903,20180909,Human metapneumovirus,6
20180903,20180909,Influenza - Type A (any subtype),6
20180903,20180909,Influenza - Type A (not subtyped),1
20180903,20180909,Influenza - Type A or B,6
20180903,20180909,Influenza - Type A(H1N1)pdm09,4
20180903,20180909,Influenza - Type A(H3),1
20180903,20180909,Influenza - Type B,0
20180903,20180909,Mycoplasma pneumoniae,3
20180903,20180909,Parainfluenza virus,20
20180903,20180909,Respiratory syncytial virus,8
20180903,20180909,Rhinovirus,173
20180903,20180909,Seasonal coronavirus (Non-SARS-CoV-2),8
20180910,20180916,Adenovirus,21
20180910,20180916,Human metapneumovirus,2
20180910,20180916,Influenza - Type A (any subtype),3
20180910,20180916,Influenza - Type A (not subtyped),1
20180910,20180916,Influenza - Type A or B,4
20180910,20180916,Influenza - Type A(H1N1)pdm09,2
20180910,20180916,Influenza - Type A(H3),0
20180910,20180916,Influenza - Type B,1
20180910,20180916,Mycoplasma pneumoniae,1
20180910,20180916,Parainfluenza virus,18
20180910,20180916,Respiratory syncytial virus,11
20180910,20180916,Rhinovirus,188
20180910,20180916,Seasonal coronavirus (Non-SARS-CoV-2),5
20180917,20180923,Adenovirus,27
20180917,20180923,Human metapneumovirus,2
20180917,20180923,Influenza - Type A (any subtype),2
20180917,20180923,Influenza - Type A (not subtyped),1
20180917,20180923,Influenza - Type A or B,4
20180917,20180923,Influenza - Type A(H1N1)pdm09,1
20180917,20180923,Influenza - Type A(H3),0
20180917,20180923,Influenza - Type B,2
20180917,20180923,Mycoplasma pneumoniae,5
20180917,20180923,Parainfluenza virus,25
20180917,20180923,Respiratory syncytial virus,17
20180917,20180923,Rhinovirus,155
20180917,20180923,Seasonal coronavirus (Non-SARS-CoV-2),13
20180924,20180930,Adenovirus,17
20180924,20180930,Human metapneumovirus,1
20180924,20180930,Influenza - Type A (any subtype),2
20180924,20180930,Influenza - Type A (not subtyped),1
20180924,20180930,Influenza - Type A or B,2
20180924,20180930,Influenza - Type A(H1N1)pdm09,0
20180924,20180930,Influenza - Type A(H3),1
20180924,20180930,Influenza - Type B,0
20180924,20180930,Mycoplasma pneumoniae,3
20180924,20180930,Parainfluenza virus,17
20180924,20180930,Respiratory syncytial virus,16
20180924,20180930,Rhinovirus,139
20180924,20180930,Seasonal coronavirus (Non-SARS-CoV-2),8
20181001,20181007,Adenovirus,46
20181001,20181007,Human metapneumovirus,4
20181001,20181007,Influenza - Type A (any subtype),5
20181001,20181007,Influenza - Type A (not subtyped),1
20181001,20181007,Influenza - Type A or B,8
20181001,20181007,Influenza - Type A(H1N1)pdm09,2
20181001,20181007,Influenza - Type A(H3),2
20181001,20181007,Influenza - Type B,3
20181001,20181007,Mycoplasma pneumoniae,4
20181001,20181007,Parainfluenza virus,34
20181001,20181007,Respiratory syncytial virus,47
20181001,20181007,Rhinovirus,197
20181001,20181007,Seasonal coronavirus (Non-SARS-CoV-2),10
20181008,20181014,Adenovirus,42
20181008,20181014,Human metapneumovirus,9
20181008,20181014,Influenza - Type A (any subtype),2
20181008,20181014,Influenza - Type A (not subtyped),0
20181008,20181014,Influenza - Type A or B,3
20181008,20181014,Influenza - Type A(H1N1)pdm09,1
20181008,20181014,Influenza - Type A(H3),1
20181008,20181014,Influenza - Type B,1
20181008,20181014,Mycoplasma pneumoniae,2
20181008,20181014,Parainfluenza virus,28
20181008,20181014,Respiratory syncytial virus,68
20181008,20181014,Rhinovirus,184
20181008,20181014,Seasonal coronavirus (Non-SARS-CoV-2),10
20181015,20181021,Adenovirus,39
20181015,20181021,Human metapneumovirus,7
20181015,20181021,Influenza - Type A (any subtype),2
20181015,20181021,Influenza - Type A (not subtyped),0
20181015,20181021,Influenza - Type A or B,5
20181015,20181021,Influenza - Type A(H1N1)pdm09,1
20181015,20181021,Influenza - Type A(H3),1
20181015,20181021,Influenza - Type B,3
20181015,20181021,Mycoplasma pneumoniae,5
20181015,20181021,Parainfluenza virus,32
20181015,20181021,Respiratory syncytial virus,71
20181015,20181021,Rhinovirus,163
20181015,20181021,Seasonal coronavirus (Non-SARS-CoV-2),4
20181022,20181028,Adenovirus,41
20181022,20181028,Human metapneumovirus,15
20181022,20181028,Influenza - Type A (any subtype),13
20181022,20181028,Influenza - Type A (not subtyped),0
20181022,20181028,Influenza - Type A or B,14
20181022,20181028,Influenza - Type A(H1N1)pdm09,13
20181022,20181028,Influenza - Type A(H3),0
20181022,20181028,Influenza - Type B,1
20181022,20181028,Mycoplasma pneumoniae,3
20181022,20181028,Parainfluenza virus,22
20181022,20181028,Respiratory syncytial virus,89
20181022,20181028,Rhinovirus,111
20181022,20181028,Seasonal coronavirus (Non-SARS-CoV-2),8
20181029,20181104,Adenovirus,44
20181029,20181104,Human metapneumovirus,7
20181029,20181104,Influenza - Type A (any subtype),11
20181029,20181104,Influenza - Type A (not subtyped),2
20181029,20181104,Influenza - Type A or B,15
20181029,20181104,Influenza - Type A(H1N1)pdm09,7
20181029,20181104,Influenza - Type A(H3),2
20181029,20181104,Influenza - Type B,5
20181029,20181104,Mycoplasma pneumoniae,0
20181029,20181104,Parainfluenza virus,26
20181029,20181104,Respiratory syncytial virus,145
20181029,20181104,Rhinovirus,155
20181029,20181104,Seasonal coronavirus (Non-SARS-CoV-2),19
20181105,20181111,Adenovirus,58
20181105,20181111,Human metapneumovirus,14
20181105,20181111,Influenza - Type A (any subtype),12
20181105,20181111,Influenza - Type A (not subtyped),3
20181105,20181111,Influenza - Type A or B,14
20181105,20181111,Influenza - Type A(H1N1)pdm09,6
20181105,20181111,Influenza - Type A(H3),3
20181105,20181111,Influenza - Type B,3
20181105,20181111,Mycoplasma pneumoniae,5
20181105,20181111,Parainfluenza virus,24
20181105,20181111,Respiratory syncytial virus,205
20181105,20181111,Rhinovirus,174
20181105,20181111,Seasonal coronavirus (Non-SARS-CoV-2),23
20181112,20181118,Adenovirus,35
20181112,20181118,Human metapneumovirus,20
20181112,20181118,Influenza - Type A (any subtype),10
20181112,20181118,Influenza - Type A (not subtyped),1
20181112,20181118,Influenza - Type A or B,15
20181112,20181118,Influenza - Type A(H1N1)pdm09,6
20181112,20181118,Influenza - Type A(H3),3
20181112,20181118,Influenza - Type B,5
20181112,20181118,Mycoplasma pneumoniae,1
20181112,20181118,Parainfluenza virus,19
20181112,20181118,Respiratory syncytial virus,271
20181112,20181118,Rhinovirus,196
20181112,20181118,Seasonal coronavirus (Non-SARS-CoV-2),13
20181119,20181125,Adenovirus,36
20181119,20181125,Human metapneumovirus,27
20181119,20181125,Influenza - Type A (any subtype),7
20181119,20181125,Influenza - Type A (not subtyped),2
20181119,20181125,Influenza - Type A or B,11
20181119,20181125,Influenza - Type A(H1N1)pdm09,5
20181119,20181125,Influenza - Type A(H3),0
20181119,20181125,Influenza - Type B,4
20181119,20181125,Mycoplasma pneumoniae,4
20181119,20181125,Parainfluenza virus,37
20181119,20181125,Respiratory syncytial virus,259
20181119,20181125,Rhinovirus,190
20181119,20181125,Seasonal coronavirus (Non-SARS-CoV-2),24
20181126,20181202,Adenovirus,48
20181126,20181202,Human metapneumovirus,40
20181126,20181202,Influenza - Type A (any subtype),20
20181126,20181202,Influenza - Type A (not subtyped),2
20181126,20181202,Influenza - Type A or B,28
20181126,20181202,Influenza - Type A(H1N1)pdm09,17
20181126,20181202,Influenza - Type A(H3),1
20181126,20181202,Influenza - Type B,9
20181126,20181202,Mycoplasma pneumoniae,5
20181126,20181202,Parainfluenza virus,24
20181126,20181202,Respiratory syncytial virus,336
20181126,20181202,Rhinovirus,193
20181126,20181202,Seasonal coronavirus (Non-SARS-CoV-2),34
20181203,20181209,Adenovirus,48
20181203,20181209,Human metapneumovirus,29
20181203,20181209,Influenza - Type A (any subtype),19
20181203,20181209,Influenza - Type A (not subtyped),2
20181203,20181209,Influenza - Type A or B,20
20181203,20181209,Influenza - Type A(H1N1)pdm09,13
20181203,20181209,Influenza - Type A(H3),4
20181203,20181209,Influenza - Type B,1
20181203,20181209,Mycoplasma pneumoniae,2
20181203,20181209,Parainfluenza virus,26
20181203,20181209,Respiratory syncytial virus,343
20181203,20181209,Rhinovirus,195
20181203,20181209,Seasonal coronavirus (Non-SARS-CoV-2),44
20181210,20181216,Adenovirus,49
20181210,20181216,Human metapneumovirus,49
20181210,20181216,Influenza - Type A (any subtype),43
20181210,20181216,Influenza - Type A (not subtyped),1
20181210,20181216,Influenza - Type A or B,47
20181210,20181216,Influenza - Type A(H1N1)pdm09,37
20181210,20181216,Influenza - Type A(H3),5
20181210,20181216,Influenza - Type B,4
20181210,20181216,Mycoplasma pneumoniae,2
20181210,20181216,Parainfluenza virus,20
20181210,20181216,Respiratory syncytial virus,302
20181210,20181216,Rhinovirus,182
20181210,20181216,Seasonal coronavirus (Non-SARS-CoV-2),63
20181217,20181223,Adenovirus,67
20181217,20181223,Human metapneumovirus,61
20181217,20181223,Influenza - Type A (any subtype),131
20181217,20181223,Influenza - Type A (not subtyped),14
20181217,20181223,Influenza - Type A or B,132
20181217,20181223,Influenza - Type A(H1N1)pdm09,114
20181217,20181223,Influenza - Type A(H3),3
20181217,20181223,Influenza - Type B,2
20181217,20181223,Mycoplasma pneumoniae,3
20181217,20181223,Parainfluenza virus,30
20181217,20181223,Respiratory syncytial virus,305
20181217,20181223,Rhinovirus,177
20181217,20181223,Seasonal coronavirus (Non-SARS-CoV-2),110
20181224,20181230,Adenovirus,67
20181224,20181230,Human metapneumovirus,44
20181224,20181230,Influenza - Type A (any subtype),305
20181224,20181230,Influenza - Type A (not subtyped),75
20181224,20181230,Influenza - Type A or B,307
20181224,20181230,Influenza - Type A(H1N1)pdm09,219
20181224,20181230,Influenza - Type A(H3),11
20181224,20181230,Influenza - Type B,2
20181224,20181230,Mycoplasma pneumoniae,3
20181224,20181230,Parainfluenza virus,32
20181224,20181230,Respiratory syncytial virus,214
20181224,20181230,Rhinovirus,119
20181224,20181230,Seasonal coronavirus (Non-SARS-CoV-2),98
20181231,20190106,Adenovirus,61
20181231,20190106,Human metapneumovirus,67
20181231,20190106,Influenza - Type A (any subtype),396
20181231,20190106,Influenza - Type A (not subtyped),159
20181231,20190106,Influenza - Type A or B,397
20181231,20190106,Influenza - Type A(H1N1)pdm09,225
20181231,20190106,Influenza - Type A(H3),12
20181231,20190106,Influenza - Type B,3
20181231,20190106,Mycoplasma pneumoniae,1
20181231,20190106,Parainfluenza virus,28
20181231,20190106,Respiratory syncytial virus,236
20181231,20190106,Rhinovirus,172
20181231,20190106,Seasonal coronavirus (Non-SARS-CoV-2),87
20190107,20190113,Adenovirus,58
20190107,20190113,Human metapneumovirus,63
20190107,20190113,Influenza - Type A (any subtype),534
20190107,20190113,Influenza - Type A (not subtyped),207
20190107,20190113,Influenza - Type A or B,538
20190107,20190113,Influenza - Type A(H1N1)pdm09,311
20190107,20190113,Influenza - Type A(H3),17
20190107,20190113,Influenza - Type B,4
20190107,20190113,Mycoplasma pneumoniae,1
20190107,20190113,Parainfluenza virus,19
20190107,20190113,Respiratory syncytial virus,159
20190107,20190113,Rhinovirus,122
20190107,20190113,Seasonal coronavirus (Non-SARS-CoV-2),83
20190114,20190120,Adenovirus,50
20190114,20190120,Human metapneumovirus,49
20190114,20190120,Influenza - Type A (any subtype),448
20190114,20190120,Influenza - Type A (not subtyped),192
20190114,20190120,Influenza - Type A or B,450
20190114,20190120,Influenza - Type A(H1N1)pdm09,225
20190114,20190120,Influenza - Type A(H3),31
20190114,20190120,Influenza - Type B,2
20190114,20190120,Mycoplasma pneumoniae,7
20190114,20190120,Parainfluenza virus,25
20190114,20190120,Respiratory syncytial virus,125
20190114,20190120,Rhinovirus,118
20190114,20190120,Seasonal coronavirus (Non-SARS-CoV-2),80
20190121,20190127,Adenovirus,63
20190121,20190127,Human metapneumovirus,50
20190121,20190127,Influenza - Type A (any subtype),507
20190121,20190127,Influenza - Type A (not subtyped),187
20190121,20190127,Influenza - Type A or B,508
20190121,20190127,Influenza - Type A(H1N1)pdm09,297
20190121,20190127,Influenza - Type A(H3),23
20190121,20190127,Influenza - Type B,1
20190121,20190127,Mycoplasma pneumoniae,1
20190121,20190127,Parainfluenza virus,15
20190121,20190127,Respiratory syncytial virus,85
20190121,20190127,Rhinovirus,193
20190121,20190127,Seasonal coronavirus (Non-SARS-CoV-2),100
20190128,20190203,Adenovirus,67
20190128,20190203,Human metapneumovirus,53
20190128,20190203,Influenza - Type A (any subtype),581
20190128,20190203,Influenza - Type A (not subtyped),238
20190128,20190203,Influenza - Type A or B,586
20190128,20190203,Influenza - Type A(H1N1)pdm09,311
20190128,20190203,Influenza - Type A(H3),32
20190128,20190203,Influenza - Type B,5
20190128,20190203,Mycoplasma pneumoniae,6
20190128,20190203,Parainfluenza virus,28
20190128,20190203,Respiratory syncytial virus,70
20190128,20190203,Rhinovirus,210
20190128,20190203,Seasonal coronavirus (Non-SARS-CoV-2),78
20190204,20190210,Adenovirus,70
20190204,20190210,Human metapneumovirus,50
20190204,20190210,Influenza - Type A (any subtype),668
20190204,20190210,Influenza - Type A (not subtyped),229
20190204,20190210,Influenza - Type A or B,669
20190204,20190210,Influenza - Type A(H1N1)pdm09,401
20190204,20190210,Influenza - Type A(H3),39
20190204,20190210,Influenza - Type B,1
20190204,20190210,Mycoplasma pneumoniae,4
20190204,20190210,Parainfluenza virus,28
20190204,20190210,Respiratory syncytial virus,60
20190204,20190210,Rhinovirus,199
20190204,20190210,Seasonal coronavirus (Non-SARS-CoV-2),113
20190211,20190217,Adenovirus,65
20190211,20190217,Human metapneumovirus,43
20190211,20190217,Influenza - Type A (any subtype),534
20190211,20190217,Influenza - Type A (not subtyped),193
20190211,20190217,Influenza - Type A or B,537
20190211,20190217,Influenza - Type A(H1N1)pdm09,299
20190211,20190217,Influenza - Type A(H3),45
20190211,20190217,Influenza - Type B,3
20190211,20190217,Mycoplasma pneumoniae,2
20190211,20190217,Parainfluenza virus,38
20190211,20190217,Respiratory syncytial virus,37
20190211,20190217,Rhinovirus,129
20190211,20190217,Seasonal coronavirus (Non-SARS-CoV-2),88
20190218,20190224,Adenovirus,81
20190218,20190224,Human metapneumovirus,45
20190218,20190224,Influenza - Type A (any subtype),361
20190218,20190224,Influenza - Type A (not subtyped),116
20190218,20190224,Influenza - Type A or B,362
20190218,20190224,Influenza - Type A(H1N1)pdm09,203
20190218,20190224,Influenza - Type A(H3),44
20190218,20190224,Influenza - Type B,1
20190218,20190224,Mycoplasma pneumoniae,3
20190218,20190224,Parainfluenza virus,26
20190218,20190224,Respiratory syncytial virus,25
20190218,20190224,Rhinovirus,124
20190218,20190224,Seasonal coronavirus (Non-SARS-CoV-2),76
20190225,20190303,Adenovirus,70
20190225,20190303,Human metapneumovirus,34
20190225,20190303,Influenza - Type A (any subtype),195
20190225,20190303,Influenza - Type A (not subtyped),77
20190225,20190303,Influenza - Type A or B,195
20190225,20190303,Influenza - Type A(H1N1)pdm09,85
20190225,20190303,Influenza - Type A(H3),34
20190225,20190303,Influenza - Type B,1
20190225,20190303,Mycoplasma pneumoniae,5
20190225,20190303,Parainfluenza virus,36
20190225,20190303,Respiratory syncytial virus,30
20190225,20190303,Rhinovirus,105
20190225,20190303,Seasonal coronavirus (Non-SARS-CoV-2),61
20190304,20190310,Adenovirus,77
20190304,20190310,Human metapneumovirus,32
20190304,20190310,Influenza - Type A (any subtype),142
20190304,20190310,Influenza - Type A (not subtyped),48
20190304,20190310,Influenza - Type A or B,142
20190304,20190310,Influenza - Type A(H1N1)pdm09,59
20190304,20190310,Influenza - Type A(H3),36
20190304,20190310,Influenza - Type B,0
20190304,20190310,Mycoplasma pneumoniae,1
20190304,20190310,Parainfluenza virus,38
20190304,20190310,Respiratory syncytial virus,33
20190304,20190310,Rhinovirus,130
20190304,20190310,Seasonal coronavirus (Non-SARS-CoV-2),55
20190311,20190317,Adenovirus,63
20190311,20190317,Human metapneumovirus,25
20190311,20190317,Influenza - Type A (any subtype),97
20190311,20190317,Influenza - Type A (not subtyped),27
20190311,20190317,Influenza - Type A or B,97
20190311,20190317,Influenza - Type A(H1N1)pdm09,38
20190311,20190317,Influenza - Type A(H3),32
20190311,20190317,Influenza - Type B,0
20190311,20190317,Mycoplasma pneumoniae,2
20190311,20190317,Parainfluenza virus,48
20190311,20190317,Respiratory syncytial virus,22
20190311,20190317,Rhinovirus,153
20190311,20190317,Seasonal coronavirus (Non-SARS-CoV-2),50
20190318,20190324,Adenovirus,87
20190318,20190324,Human metapneumovirus,43
20190318,20190324,Influenza - Type A (any subtype),99
20190318,20190324,Influenza - Type A (not subtyped),35
20190318,20190324,Influenza - Type A or B,101
20190318,20190324,Influenza - Type A(H1N1)pdm09,33
20190318,20190324,Influenza - Type A(H3),31
20190318,20190324,Influenza - Type B,2
20190318,20190324,Mycoplasma pneumoniae,4
20190318,20190324,Parainfluenza virus,46
20190318,20190324,Respiratory syncytial virus,20
20190318,20190324,Rhinovirus,170
20190318,20190324,Seasonal coronavirus (Non-SARS-CoV-2),49
20190325,20190331,Adenovirus,80
20190325,20190331,Human metapneumovirus,43
20190325,20190331,Influenza - Type A (any subtype),43
20190325,20190331,Influenza - Type A (not subtyped),16
20190325,20190331,Influenza - Type A or B,44
20190325,20190331,Influenza - Type A(H1N1)pdm09,10
20190325,20190331,Influenza - Type A(H3),17
20190325,20190331,Influenza - Type B,1
20190325,20190331,Mycoplasma pneumoniae,3
20190325,20190331,Parainfluenza virus,64
20190325,20190331,Respiratory syncytial virus,16
20190325,20190331,Rhinovirus,150
20190325,20190331,Seasonal coronavirus (Non-SARS-CoV-2),38
20190401,20190407,Adenovirus,61
20190401,20190407,Human metapneumovirus,31
20190401,20190407,Influenza - Type A (any subtype),66
20190401,20190407,Influenza - Type A (not subtyped),18
20190401,20190407,Influenza - Type A or B,68
20190401,20190407,Influenza - Type A(H1N1)pdm09,11
20190401,20190407,Influenza - Type A(H3),37
20190401,20190407,Influenza - Type B,2
20190401,20190407,Mycoplasma pneumoniae,2
20190401,20190407,Parainfluenza virus,48
20190401,20190407,Respiratory syncytial virus,20
20190401,20190407,Rhinovirus,163
20190401,20190407,Seasonal coronavirus (Non-SARS-CoV-2),26
20190408,20190414,Adenovirus,74
20190408,20190414,Human metapneumovirus,37
20190408,20190414,Influenza - Type A (any subtype),53
20190408,20190414,Influenza - Type A (not subtyped),17
20190408,20190414,Influenza - Type A or B,56
20190408,20190414,Influenza - Type A(H1N1)pdm09,11
20190408,20190414,Influenza - Type A(H3),25
20190408,20190414,Influenza - Type B,3
20190408,20190414,Mycoplasma pneumoniae,3
20190408,20190414,Parainfluenza virus,69
20190408,20190414,Respiratory syncytial virus,13
20190408,20190414,Rhinovirus,139
20190408,20190414,Seasonal coronavirus (Non-SARS-CoV-2),30
20190415,20190421,Adenovirus,68
20190415,20190421,Human metapneumovirus,38
20190415,20190421,Influenza - Type A (any subtype),39
20190415,20190421,Influenza - Type A (not subtyped),21
20190415,20190421,Influenza - Type A or B,39
20190415,20190421,Influenza - Type A(H1N1)pdm09,2
20190415,20190421,Influenza - Type A(H3),16
20190415,20190421,Influenza - Type B,0
20190415,20190421,Mycoplasma pneumoniae,6
20190415,20190421,Parainfluenza virus,53
20190415,20190421,Respiratory syncytial virus,9
20190415,20190421,Rhinovirus,122
20190415,20190421,Seasonal coronavirus (Non-SARS-CoV-2),15
20190422,20190428,Adenovirus,55
20190422,20190428,Human metapneumovirus,39
20190422,20190428,Influenza - Type A (any subtype),22
20190422,20190428,Influenza - Type A (not subtyped),3
20190422,20190428,Influenza - Type A or B,22
20190422,20190428,Influenza - Type A(H1N1)pdm09,4
20190422,20190428,Influenza - Type A(H3),15
20190422,20190428,Influenza - Type B,0
20190422,20190428,Mycoplasma pneumoniae,1
20190422,20190428,Parainfluenza virus,53
20190422,20190428,Respiratory syncytial virus,5
20190422,20190428,Rhinovirus,103
20190422,20190428,Seasonal coronavirus (Non-SARS-CoV-2),14
20190429,20190505,Adenovirus,52
20190429,20190505,Human metapneumovirus,13
20190429,20190505,Influenza - Type A (any subtype),15
20190429,20190505,Influenza - Type A (not subtyped),8
20190429,20190505,Influenza - Type A or B,15
20190429,20190505,Influenza - Type A(H1N1)pdm09,2
20190429,20190505,Influenza - Type A(H3),5
20190429,20190505,Influenza - Type B,0
20190429,20190505,Mycoplasma pneumoniae,5
20190429,20190505,Parainfluenza virus,39
20190429,20190505,Respiratory syncytial virus,2
20190429,20190505,Rhinovirus,101
20190429,20190505,Seasonal coronavirus (Non-SARS-CoV-2),12
20190506,20190512,Adenovirus,42
20190506,20190512,Human metapneumovirus,17
20190506,20190512,Influenza - Type A (any subtype),11
20190506,20190512,Influenza - Type A (not subtyped),1
20190506,20190512,Influenza - Type A or B,11
20190506,20190512,Influenza - Type A(H1N1)pdm09,0
20190506,20190512,Influenza - Type A(H3),10
20190506,20190512,Influenza - Type B,0
20190506,20190512,Mycoplasma pneumoniae,5
20190506,20190512,Parainfluenza virus,32
20190506,20190512,Respiratory syncytial virus,3
20190506,20190512,Rhinovirus,119
20190506,20190512,Seasonal coronavirus (Non-SARS-CoV-2),20
20190513,20190519,Adenovirus,54
20190513,20190519,Human metapneumovirus,10
20190513,20190519,Influenza - Type A (any subtype),26
20190513,20190519,Influenza - Type A (not subtyped),19
20190513,20190519,Influenza - Type A or B,27
20190513,20190519,Influenza - Type A(H1N1)pdm09,0
20190513,20190519,Influenza - Type A(H3),7
20190513,20190519,Influenza - Type B,1
20190513,20190519,Mycoplasma pneumoniae,2
20190513,20190519,Parainfluenza virus,45
20190513,20190519,Respiratory syncytial virus,4
20190513,20190519,Rhinovirus,148
20190513,20190519,Seasonal coronavirus (Non-SARS-CoV-2),11
20190520,20190526,Adenovirus,62
20190520,20190526,Human metapneumovirus,9
20190520,20190526,Influenza - Type A (any subtype),13
20190520,20190526,Influenza - Type A (not subtyped),3
20190520,20190526,Influenza - Type A or B,13
20190520,20190526,Influenza - Type A(H1N1)pdm09,0
20190520,20190526,Influenza - Type A(H3),10
20190520,20190526,Influenza - Type B,0
20190520,20190526,Mycoplasma pneumoniae,1
20190520,20190526,Parainfluenza virus,37
20190520,20190526,Respiratory syncytial virus,1
20190520,20190526,Rhinovirus,150
20190520,20190526,Seasonal coronavirus (Non-SARS-CoV-2),10
20190527,20190602,Adenovirus,52
20190527,20190602,Human metapneumovirus,13
20190527,20190602,Influenza - Type A (any subtype),9
20190527,20190602,Influenza - Type A (not subtyped),1
20190527,20190602,Influenza - Type A or B,10
20190527,20190602,Influenza - Type A(H1N1)pdm09,1
20190527,20190602,Influenza - Type A(H3),7
20190527,20190602,Influenza - Type B,1
20190527,20190602,Mycoplasma pneumoniae,1
20190527,20190602,Parainfluenza virus,37
20190527,20190602,Respiratory syncytial virus,3
20190527,20190602,Rhinovirus,142
20190527,20190602,Seasonal coronavirus (Non-SARS-CoV-2),10
20190603,20190609,Adenovirus,52
20190603,20190609,Human metapneumovirus,15
20190603,20190609,Influenza - Type A (any subtype),9
20190603,20190609,Influenza - Type A (not subtyped),4
20190603,20190609,Influenza - Type A or B,9
20190603,20190609,Influenza - Type A(H1N1)pdm09,3
20190603,20190609,Influenza - Type A(H3),2
20190603,20190609,Influenza - Type B,0
20190603,20190609,Mycoplasma pneumoniae,2
20190603,20190609,Parainfluenza virus,38
20190603,20190609,Respiratory syncytial virus,6
20190603,20190609,Rhinovirus,135
20190603,20190609,Seasonal coronavirus (Non-SARS-CoV-2),5
20190610,20190616,Adenovirus,53
20190610,20190616,Human metapneumovirus,20
20190610,20190616,Influenza - Type A (any subtype),19
20190610,20190616,Influenza - Type A (not subtyped),4
20190610,20190616,Influenza - Type A or B,21
20190610,20190616,Influenza - Type A(H1N1)pdm09,9
20190610,20190616,Influenza - Type A(H3),6
20190610,20190616,Influenza - Type B,2
20190610,20190616,Mycoplasma pneumoniae,3
20190610,20190616,Parainfluenza virus,28
20190610,20190616,Respiratory syncytial virus,4
20190610,20190616,Rhinovirus,140
20190610,20190616,Seasonal coronavirus (Non-SARS-CoV-2),12
20190617,20190623,Adenovirus,53
20190617,20190623,Human metapneumovirus,9
20190617,20190623,Influenza - Type A (any subtype),6
20190617,20190623,Influenza - Type A (not subtyped),2
20190617,20190623,Influenza - Type A or B,6
20190617,20190623,Influenza - Type A(H1N1)pdm09,2
20190617,20190623,Influenza - Type A(H3),3
20190617,20190623,Influenza - Type B,0
20190617,20190623,Mycoplasma pneumoniae,2
20190617,20190623,Parainfluenza virus,25
20190617,20190623,Respiratory syncytial virus,4
